POSICIÓN,SUELDO,CLASIFICACIÓN,PRESTACIONES DE LEY,PRESTACIONES SUPERIORES,EMPRESA,GIRO,TAMAÑO DE LA EMPRESA,CIUDAD O ZONA,ESTADO,REGIÓN,FUENTE,PT SEGURO DE VIDA,PT MEMEBRESIA DESC,PT TRANSPORTE,PT SGMM,PT FLEXIBILIDAD,PT VALES DESPENSA/GASOLINA,PLAN DE CRECIMIENTO,PT ECONOMICAS,PT GRATUITAS INST,OBSERVACIONES
DIRECTOR COMERCIAL,"$104,166.00",DIRECTIVO,SI,SI,"RANDSTAD MÉXICO, S. DE R.L. DE C.V - CONSULTORÍA",CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,ADZUNA,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COMERCIAL,"$100,000.00",DIRECTIVO,SI,SI,INKERA CONSULTORES,CONSULTORÍA,GRANDE,CDMX,CDMX,BAJIO,ADZUNA,NO,NO,NO,NO,NO,NO,NO,SI,NO,"BONOS, SGMM"
DIRECTOR COMERCIAL,"$98,000.00",DIRECTIVO,SI,SI,CONFIDENCIAL - FINANZAS,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,MICHAEL PAGE,SI,NO,NO,SI,SI,SI,NO,SI,NO,"COMISIONES, SGMM, SEGURO DE VIDA, VALES DE GASOLINA, VALES DE DESPENSA, 20 DÍAS DE VACACIONES"
DIRECTOR COMERCIAL,"$80,000.00",DIRECTIVO,,,BBVA,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COMERCIAL,"$130,000.00",DIRECTIVO,,,BANCO AZTECA,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COMERCIAL,"$97,360.00",DIRECTIVO,SI,SI,MICHAEL PAGE - FINANZAS,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,OCC,SI,NO,NO,SI,SI,SI,NO,SI,NO,"COMISIONES
SGMM, SEGURO DE VIDA, VALES DE GASOLINA, VALES DE DESPENSA, 20 DÍAS DE VACACIONES"
GERENTE DE TECNOLOGIA,"$85,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL - CONSULTORÍA,CONSULTORÍA,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES COMERCIALES TI,"$80,000.00",DIRECTIVO,SI,NO,MANPOWER MEXICO - CONSULTORÍA,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,TRABAJO.ORG,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE TI,"$90,000.00",GERENCIAL ,SI,NO,EMPLOYIT - CONSULTORÍA,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,LINKEDIN,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR TI,"$80,000.00",DIRECTIVO,SI,NO,CAPITAL EMPRESARIAL HORIZONTE - CONSULTORIA,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,ADZUNA,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE TRANSFORMACIÓN DIGITAL,"$90,000.00",DIRECTIVO,SI,NO,EMPRESA CONFIDENCIAL - FINANZAS,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TI,"$80,000.00",GERENCIAL ,SI,NO,HUMANIQ MIDDLE & TOP MANAGEMENT - FINANZAS,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CDMX,CDMX,BAJIO,HIRELINE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE JURÍDICO CORPORATIVO,"$35,000.00",SENIOR,SI,NO,"ATENTO SERVICIOS, S. A. DE C.V. - CONSULTORÍA",CONSULTORÍA,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR JURIDICO,"$40,000.00",DIRECTIVO,SI,NO,TMSOURCING - CONSULTORIA FINANCIERA,CONSULTORÍA FINANCIERA,GRANDE,CDMX,CDMX,BAJIO,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR JURIDICO,"$30,000.00",DIRECTIVO,SI,NO,SUMANDO TALENTO E INCLUSION / CONSULTORIA FISCAL,CONSULTORÍA FISCAL,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE JURÍDICO,"$45,000.00",GERENCIAL ,SI,NO,GRUPO CONTINENTAL - SECTOR FINANCIERO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE JURÍDICO,"$40,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL - SECTOR BANCARIO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES,"$70,000.00",DIRECTIVO ,SI,NO,PAE DESARROLLO EMPRESARIAL - CONSULTORÍA,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES,"$80,000.00",DIRECTIVO ,SI,NO,EMPRESA CONFIDENCIAL - FINANZAS,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES,"$90,000.00",DIRECTIVO ,SI,NO,BANAMEX,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE OPERACIONES,"$70,000.00",GERENCIAL ,SI,NO,MT CONSULTANTS - CONSULTORÍA,CONSULTORÍA,MEDIANA,CDMX,CDMX,BAJIO,TRABAJO.ORG,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES,"$80,000.00",DIRECTIVO,SI,NO,MIR CONSULTING - CONSULTORÍA,CONSULTORÍA,MEDIANA,CDMX,CDMX,BAJIO,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE OPERACIONES,"$65,000.00",DIRECTIVO,SI,NO,COPERVA - FINANZAS,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,ADZUNA,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE ADMINISTRACIÓN Y FINANZAS,"$50,000.00",DIRECTIVO,SI,NO,EMPRESA CONFIDENCIAL / FINANZAS,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE ADMINISTRACIÓN Y FINANZAS,"$40,000.00",GERENCIAL ,SI,NO,IMPULSO GCH / CONSULTORIA,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CDMX,CDMX,BAJIO,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE ADMINISTRACIÓN Y FINANZAS,"$50,000.00",DIRECTIVO,SI,NO,EMPRESA CONFIDENCIAL - GIRO FINANCIERO / CONTABLE,SERVICIOS FINANCIEROS Y CONTABLES,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE ADMINISTRACIÓN Y FINANZAS,"$45,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL / CONSULTORIA,CONSULTORÍA,MEDIANA,CDMX,CDMX,BAJIO,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR DE ADMINISTRACIÓN Y FINANZAS,"$49,000.00",DIRECTIVO,SI,NO,RESUELVE TU DEUDA,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE FINANZAS,"$45,000.00",GERENCIAL ,SI,NO,COPERVA - SERVICIO FINANCIEROS,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$90,000.00",DIRECTIVO,SI,NO,BANORTE,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$112,000.00",DIRECTIVO,SI,NO,SANTANDER,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR GENERAL,"$170,000.00",DIRECTIVO,SI,NO,SCOTIABANK,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE GENERAL,"$161,000.00",GERENCIAL ,SI,NO,SODEXO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE GENERAL,"$130,000.00",GERENCIAL ,SI,NO,KONFÍO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DIRECTOR COMERCIAL,"$207,000.00",DIRECTIVO,SI,SI,EVO PAYMENTS,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,SI,NO,NO,SI,SI,SI,NO,VALES DE DESPENSA + AUTOMÓVIL + CELULAR + COMISIONES + BONO ANUAL POR RESULTADOS.
DIRECTOR COMERCIAL FINANCIERO,"$133,000.00",DIRECTIVO,SI,SI,MFM OPM / FINANZAS,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,SIMPLYHIRED,NO,SI,NO,SI,NO,SI,NO,SI,NO,"GASTOS MÉDICOS MAYORES, 30 DÍAS DE AGUINALDO, PRIMA DEL 50%, VALES DE DESPENSA, BONO ANUAL DE TRES MESES DE SALARIO"
DIRECTOR COMERCIAL,"$130,000.00",DIRECTIVO,SI,SI,CREDITO REAL USA FINANCE,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,SI,NO,SI,SI,NO,NO,SI,NO,"FONDO DE AHORRO, VACACIONES SUPERIORES A LOS DÍA DE LEY, SERVICIOS FUNERARIOS Y DE SALUD, DESCUENTOS EN TIENDAS DEPARTAMENTALES"
GERENTE COMERCIAL DE SERVICIOS FINANCIEROS,"$194,000.00",GERENCIAL ,SI,SI,SODEXO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,SIMPLYHIRED,SI,NO,NO,SI,NO,SI,NO,SI,SI,"SEGURO DE GASTOS MÉDICOS, VALES DE DESPENSA, COMIDA, BONO DE PUNTUALIDAD, SEGURO DE VIDA, AGUINALDO DE 30 DÍAS, SEGURO DENTAL."
DIRECTOR GENERAL,"$160,000.00",DIRECTIVO,SI,SI,PRINCIPAL FINANCIAL GROUP,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,SI,NO,NO,SI,NO,NO,NO,SI,NO,"SEGURO DE VIDA, SEGURO DE GASTOS MÉDICOS MAYORES, BONO POR DESEMPEÑO, VALES DE DESPENSA Y ATRACTIVO PTU, FONDO DE INVERSION"
DIRECTOR COMERCIAL,"$104,000.00",DIRECTIVO,SI,SI,AFORE INVERCAP,SECTOR ASEGURADOR,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,SI,NO,NO,SI,SI,NO,"BONO EN EFECTIVO, BONO POR ALCANCE DE METAS DE PRODUCTOS, REPARTO DE UTILIDADES, SEGURO DE GASTOS MÉDICOS MAYORES"
GERENTE DE TI,"$53,000.00",GERENCIAL ,SI,NO,SODEXO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TI,"$92,000.00",GERENCIAL ,SI,NO,UP SI VALE,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
IT PROJECT MANAGER,"$65,000.00",GERENCIAL ,SI,NO,BANAMEX,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE TI,"$53,000.00",GERENCIAL ,SI,NO,BBVA,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
IT MANAGER,"$61,000.00",GERENCIAL ,SI,NO,KONFÍO,SERVICIOS FINANCIEROS,GRANDE,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE LEGAL LABORAL,"$35,000.00",GERENCIAL ,SI,NO,AGP,AUTOMOTRIZ,MEDIANA,CDMX,CDMX,BAJIO,KIT EMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LEGAL,"$32,000.00",JUNIOR,SI,NO,KUESKI,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE JURÍDICO,"$30,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL /SECTOR FINANCIERO,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE JURÍDICO,"$38,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL / SECTOR FINANCIERO,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,OCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE JURÍDICO CORPORATIVO,"$45,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL / FINANZAS,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE LEGAL,"$40,000.00",GERENCIAL ,SI,NO,EMPRESA CONFIDENCIAL / BANCO,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE ATENCIÓN A CLIENTES,"$16,000.00",SENIOR,SI,NO,SELECCIÓN GPM,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE COSTUMER SERVICE,"$25,000.00",SENIOR,SI,NO,CAPITAL PEOPLE,CONSULTORÍA,MEDIANA,CDMX,CDMX,BAJIO,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
EJECUTIVO/A DE ATENCIÓN A CLIENTES,"$16,000.00",JUNIOR,SI,NO,"GRUPO FINANCIERO BANORTE, S. A",SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ATENCÍON AL CLIENTE,"$14,000.00",JUNIOR,SI,NO,SANTANDER,SERVICIOS FINANCIEROS,MEDIANA,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ATENCIÓN AL CLIENTE,"$15,000.00",JUNIOR,SI,NO,ABCW,CONSULTORÍA,MEDIANA,CDMX,CDMX,BAJIO,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ATENCIÓN AL CLIENTE,"$14,000.00",JUNIOR,SI,NO,AXA,SECTOR ASEGURADOR,MEDIANA,CDMX,CDMX,BAJIO,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE NOMINA,"$13,000.00",JUNIOR,SI,SI,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,BENITO JUAREZ,QUINTANA ROO,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,SI,NO,SI,"PRESTACIONES DE LEY.
• UNIFORMES
• COMIDA
OPORTUNIDADES DE CRECIMIENTO
HORARIO DE LUNES A VIERNES DE 8:00 AM A 6:00 PM Y SÁBADOS DE 8 AM A 2 PM."
EJECUTIVO AUXILIAR DE NOMINAS,"$11,389.00",JUNIOR,SI,NO,HSBC,SERVICIOS FINANCIEROS,MEDIANA,BENITO JUAREZ,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN ESPECIFICAR
AUXILIAR DE NOMINAS,"$12,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"PRESTACIONES DE LEY
• HORARIO DE LUNES A VIERNES DE 9:00 A 6:00 PM Y SÁBADO DE 9:00 A 1:00 PM"
EJECUTIVO AUXILIAR DE NOMINAS,"$12,000.00",JUNIOR,SI,NO,PRO-SERVICES ARMEER SA DE CV,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,SIMPLYHIRED,SI,SI,NO,NO,NO,NO,NO,NO,NO,"PRESTACIONES DE LEY
• HORARIO LABORAL: LUNES A VIERNES (8:00 A 2:00 PM / 3:30 A 6:00 PM)
• ESTABILIDAD LABORAL
• SEGURO DE VIDA
• MEMBRESÍA MÉDICA DE PRIMER CONTACTO (SALUD.COM)"
CONTRALOR,"$50,000.00",SENIOR,SI,NO,CONFIDENCIAL,,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTRALORÍA,"$70,000.00",SENIOR,SI,NO,CITIBANAMEX,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTRALOR,"$55,000.00",SENIOR,SI,NO,BANAMEX,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
CONTRALOR GENERAL,"$50,000.00",SENIOR,SI,NO,PAGEPERSONNEL,CONSULTORÍA RECURSOS HUMANOS,GRANDE,CANCÚN,QUINTANA ROO,PENINSULA,PAGEPERSONNEL,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE CONTABLE FISCAL,"$30,000.00",GERENCIAL ,SI,NO,FORHUMAN,CONSULTORÍA,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE CONTABILIDAD,"$25,000.00",SENIOR,SI,NO,MAYUCSA SA. DE CV.,CONSTRUCCIÓN,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE ADMINISTRACIÓN Y FINANZAS,"$30,000.00",GERENCIAL ,SI,NO,CAPITAL HUMANO JV,SERVICIOS DE LIMPIEZA,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE FINANZAS,"$34,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,BEBEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ENCARGADO DE NÓMINA,"$16,000.00",JUNIOR,SI,NO,ACTINVER,SERVICIOS FINANCIEROS,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
COORDINADOR DE NÓMINA,"$15,000.00",JUNIOR,SI,NO,CONFIDENCIAL,,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE NÓMINA,"$15,000.00",GERENCIAL ,SI,NO,CONSUBANCO,SERVICIOS FINANCIEROS,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
GERENTE DE NÓMINA,"$17,000.00",GERENCIAL ,SI,NO,CONFIDENCIAL,,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR/A DE CAJA BANCARIA,"$16,000.00",SENIOR,SI,NO,AFIRME GRUPO FINANCIERO,SERVICIOS FINANCIEROS,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
COORDINADOR DE OPERACIONES,"$22,000.00",SENIOR,SI,NO,GRUPO NACIONAL PROVINCIAL,SECTOR ASEGURADOR,PEQUEÑA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE OPERACIONES,"$20,000.00",SENIOR,SI,NO,EMPLEOS META BOLSA DE TRABAJO EN REDES SOCIALES,TECNOLOGÍA,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
JEFE DE OPERACIONES,"$30,000.00",SENIOR,SI,NO,LISTOPRO S. A. P. I. DE C. V.,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUBGERENTE ADMINISTRATIVO,"$16,000.00",SENIOR,SI,NO,BOLSA ARRIGUNAGA,CONSULTORÍA,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,SIMPLYHIRED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
RESPONSABLE DE CONTABILIDAD,"$16,000.00",SENIOR,SI,NO,LETICIA RAMIREZ VALENZUELA CENTENO,CONSULTORÍA,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR DE CONTABILIDAD JR,"$15,000.00",SENIOR,SI,NO,"DIRECCION DE PERSONAL Y RECURSOS HUMANOS, S.C.P.",CONSULTORÍA RECURSOS HUMANOS,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,COMPUTRABAJO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
SUPERVISOR CONTABLE (PARA DESPACHO),"$15,000.00",SENIOR,SI,NO,IDTALENTO,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,MÉRIDA,YUCATÁN,PENINSULA,KITEMPLEO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
TÉCNICO DE EQUIPOS,"$10,000.00",JUNIOR,SI,NO,BE CONSULTORES,CONSULTORÍA,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
INGENIERO SOPORTE TECNICO,"$11,000.00",JUNIOR,SI,NO,KPMG,CONSULTORÍA,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE TI,"$14,000.00",JUNIOR,SI,NO,KPMG,CONSULTORÍA,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE SISTEMAS,"$9,000.00",JUNIOR,SI,NO,CREDICLUB,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
LEGAL ASSISTANT/PARALEGAL,"$12,000.00",JUNIOR,SI,NO,CREDIPLUS,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR LEGAL,"$18,000.00",JUNIOR,SI,NO,FINANCIERA NACIONAL DE DESARROLLO,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR JURIDICO,"$13,000.00",JUNIOR,SI,NO,RBB,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ASISTENTE JURÍDICO,"$16,000.00",JUNIOR,SI,NO,FOLIOS DIGITALES,SERVICIOS CONTABLES,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUDITOR,"$16,000.00",JUNIOR,SI,NO,BANCA MIFEL,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUDITOR,"$22,000.00",JUNIOR,SI,NO,ACTINVER,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUDITOR INTERNO,"$25,000.00",JUNIOR,SI,NO,ACTINVER,SERVICIOS FINANCIEROS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,GLASSDOOR,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUDITOR INTERNO,"$16,000.00",JUNIOR,SI,NO,GRUPO ROHE S.C.,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
AUXILIAR DE IMSS,"$12,000.00",JUNIOR,SI,NO,CONSULTORÍA RECURSOS HUMANOS,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,SIMPLYHIRED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA DE IMSS,"$11,000.00",JUNIOR,SI,NO,GRUPO ONO,CONSULTORÍA RECURSOS HUMANOS,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,INDEED,NO,NO,NO,NO,NO,NO,NO,NO,NO,
ANALISTA IMSS,"$12,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,TALENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NOMINAS IMSS,"$13,000.00",JUNIOR,SI,NO,CONFIDENCIAL,SIN ESPECIFICAR,MEDIANA,CANCÚN,QUINTANA ROO,PENINSULA,JOOBLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,
